NAME_LAT,KOATUU_RAY,longitude,latitude,KOATUU
Rozsokhuvate,4422500000,39.635,49.545,4422587703
Romanivka,4420900000,38.934,49.67,4420981008
Rudivka,4422500000,39.578,49.632,4422582202
Novoselivka,4425100000,38.887,49.258,4425185502
Karaichne,4425400000,38.285,49.8,4425488003
Karla Libknekhta,4422200000,39.361,48.338,4422281304
Karmazynivka,4424000000,38.023,49.311,4424081502
Makarove,4424800000,39.517,48.679,4424880504
Makartetyne,4423300000,38.929,49.579,4423384703
Makedonivka,4422200000,39.295,48.234,4422283303
Oleksandrivka,4424000000,38.18,49.64,4424055403
Kalmykivka,4422800000,39.858,49.27,4422886602
Krasnohryhorivka,4425400000,38.417,49.678,4425487002
Kreidiane,4420600000,39.662,49.299,4420688903
Kreidiane,4422500000,39.328,49.453,4422588806
Shypylivka,4423800000,38.273,48.968,4423855303
Shovkova Protoka,4422200000,39.256,48.303,4422284406
Shovkunivka,4420900000,38.571,49.543,4420983403
Lisna Dacha,4412900000,38.49,48.923,4412990001
Yasnodolsk,4424500000,38.77,48.585,4424585511
Bairachky,4423600000,38.6,48.391,4423655300
Verhulivske,4411600000,38.828,48.323,4411670903
Katerynivka,4423800000,38.508,48.673,4423881102
Zolotarivka,4423800000,38.273,48.877,4423855302
Zolotarivka,4424800000,39.792,48.906,4424886504
Zorynivka,4422800000,40.022,49.471,4422883302
Ivanivka,4421400000,39.757,48.504,4421483003
Ivanivka,4424000000,38.356,49.314,4424084003
Lubianka,4420900000,38.766,49.474,4420981503
Zalyman,4421600000,38.178,49.243,4421655401
Zalisne,4423300000,39.131,49.848,4423382802
Zamostia,4424500000,39.069,48.572,4424555902
Kalynivka,4424000000,38.049,49.489,4424082503
Krepy,4424800000,39.505,48.931,4424885503
Kryvoshyivka,4424000000,38,49.5,4424082504
Zaporizke,4425100000,38.961,49.314,4425186502
Zarichne,4422800000,39.953,49.337,4422885504
Zarichne,4424500000,38.733,48.618,4424581404
Orikhove,4425100000,39.172,49.238,4425180604
Svitlychne,4411400000,39.571,48.285,4411446201
Poltavske,4425400000,38.499,49.954,4425481506
Popasne,4423100000,38.846,49.002,4423185602
Popivka,4420900000,38.583,49.611,4420985502
Popivka,4424000000,38.075,49.36,4424081507
Kalynivske,4420900000,38.831,49.383,4420986902
Kalinine,4425400000,38.402,49.948,4425481002
Virivka,1422000000,36.992,48.481,1422055502
Vitava,1423600000,38.148,47.268,1423687703
Vovkove,1422700000,37.08,48.23,1422784502
Kalenyky,1423000000,37.918,48.845,1423082004
Kalynivka,1420900000,38.321,48.342,1420985202
Kalynove,1422400000,37.648,48.296,1422485504
Viktorivka,1421500000,37.81,47.636,1421584003
Viktorivka,1422000000,36.957,48.531,1422055501
Vilne,1422000000,37.224,48.473,1422085005
Vilne Pole,1421200000,36.687,47.876,1421286603
Vozdvyzhenka,1422700000,37.518,48.305,1422783603
Voznesenka,1423300000,37.256,48.062,1423385403
Voznesenka,1424500000,38.043,47.768,1424580503
Kalchynivka,1421700000,37.14,47.356,1421785003
Kalynove,1422700000,37.441,48.139,1422783407
Vinnytske,1415300000,38.451,48.095,1415346403
Vodobud,1415000000,38.222,48.024,1415070501
Vodiane,1421700000,37.678,47.295,1421781602
Vodiane,1423300000,37.311,47.825,1423387403
Kamianka,1422000000,36.849,48.37,1422088804
Kamianka,1424500000,37.909,47.797,1424581202
Kamianka,1424500000,38.179,47.579,1424583509
Valentynivka,1411200000,37.761,48.313,1411246501
Vasylivka,1413500000,37.967,48.182,1413567801
Vyimka,1420900000,38.147,48.805,1420980505
Vyselky,1420600000,38.656,47.699,1420688202
Zhukova Balka,1420600000,38.4,47.798,1420682003
Zaroshchenske,1425200000,38.453,47.991,1425287802
Zakharchenko,1425200000,38.412,47.964,1425287803
Zachativka,1425200000,38.379,48.03,1425287804
Hlynka,1424500000,38.25,47.555,1424581804
Hnativka,1422400000,37.661,48.336,1422485502
Hnativka,1422700000,37.211,48.262,1422782802
Klishchiivka,1420900000,37.96,48.53,1420985505
Dmytrokolyne,1420300000,36.974,48.687,1420381003
Dniproenerhiia,1421200000,36.803,47.921,1421282403
Monakhove,1413500000,38.116,48.151,1413591507
Truzhenka,1421700000,37.226,47.382,1421784403
Hannivka,1423300000,37.261,47.907,1423388503
Heorhiivka,1421200000,36.897,47.658,1421283602
Berestove,1424500000,38.332,47.587,1424581802
Berkhivka,1420900000,37.965,48.646,1420985504
Bessarabka,1423600000,38.108,47.266,1423687702
Bila Kamianka,1424800000,37.859,47.542,1424887102
Dubove,1415300000,38.415,47.994,1415346001
Zhytenko,1420600000,38.688,47.799,1420681502
Zavitne,1422700000,37.43,48.175,1422783405
Odradne,1421200000,36.859,47.975,1421284603
Zelenyi Hai,1421200000,36.651,48.07,1421281802
Heorhiivka,1423300000,37.44,47.962,1423385002
Hihant,1423300000,37.157,47.928,1423381502
Hlyboka Makatykha,1424200000,37.55,48.901,1424282405
Antonivka,1423300000,37.358,47.881,1423383502
Artema,1422000000,36.999,48.423,1422084402
Arkhanhelske,1425500000,37.642,48.267,1425587303
Hryhorivka,1420900000,37.859,48.639,1420983903
Yevhenivka,1422700000,37.534,48.234,1422781604
Kalinina,1424500000,37.997,47.841,1424582402
Kamianka,1425500000,37.785,48.173,1425582103
Katerynivka,1420600000,38.752,47.69,1420688204
Katerynivka,1421700000,37.247,47.439,1421784402
Novoromanivka,1421700000,37.177,47.221,1421785506
Bilohorivka,1420900000,38.216,48.734,1420989903
Andriivka,1424500000,38.089,47.658,1424583502
Zhelanne Druhe,1423300000,37.415,48.057,1423383003
Zhelanne Pershe,1423300000,37.425,48.075,1423383002
Zhovte,1422700000,37.148,48.186,1422784002
Zhuravka,1422700000,37.367,48.226,1422755301
Hryhorivka,1420900000,38.185,48.926,1420989202
Hryhorivka,1424800000,37.895,47.407,1424882902
Dolynivka,1423300000,37.414,48.097,1423381102
Dubivka,1425200000,38.208,47.999,1425283402
Novopetrivske,1420600000,38.813,47.848,1420680407
Molodizhne,1421500000,37.721,47.825,1421557102
Molocharka,1422400000,37.71,48.559,1422484103
Velyke Orikhove,1413500000,38.131,48.087,1413566200
Keramik,1425500000,37.684,48.253,1425555600
Berezivka,1422400000,37.508,48.347,1422485802
Berestky,1422700000,37.26,48.012,1422782302
Torske,1423000000,37.954,49.024,1423055701
Leninske,1423600000,37.852,47.143,1423686805
Novopetrivske,1420600000,38.41,47.876,1420682007
Novopil,1421200000,36.624,47.808,1421281402
Novopokrovske,1425500000,37.57,48.205,1425583204
Novopoltavka,1420300000,36.861,48.692,1420355109
Druzhba,1411200000,37.919,48.409,1411245305
Toretske,1422000000,37.366,48.498,1422087706
Tretiaky,1415000000,38.209,47.911,1415070803
Trypillia,1420900000,38.268,48.673,1420982005
Troitske,1422700000,36.944,48.105,1422786507
Lenine,1422700000,36.935,48.241,1422756301
Leninske,1420600000,38.443,47.759,1420686003
Leninske,1422700000,37.233,48.163,1422785003
Tavrycheske,1424800000,37.863,47.329,1424882907
Tarany,1425200000,38.781,47.889,1425288205
Tarasivka,1421500000,37.65,47.55,1421586403
Kruhlyk,1425200000,38.561,48.261,1425285604
Krutyi Yar,1422700000,37.337,48.233,1422755303
Ksenivka,1421700000,37.184,47.267,1421785503
Kuznetsi,1423600000,38.318,47.277,1423686007
Kuzmynivka,1420900000,38.069,48.797,1420983502
Pryshyb,1424200000,37.647,49.023,1424284602
Prohres,1422700000,37.493,48.243,1422781608
Promin,1422700000,37.318,48.269,1422755306
Myrne,1422700000,37.426,48.336,1422788303
Umanske,1425500000,37.561,48.153,1425584307
Sukhetske,1422700000,37.222,48.377,1422785705
Sukhyi Yar,1422700000,37.277,48.234,1422782809
Novopavlivka,1420300000,37.044,48.578,1420387505
Novopavlivka,1421500000,37.445,47.561,1421510102
Novopavlivka,1422400000,37.419,48.519,1422486005
Sukhi Yaly,1423300000,37.122,47.945,1423381506
Pershomarivka,1424200000,37.704,48.734,1424283505
Petrivka,1422400000,37.451,48.565,1422486009
Vasiutynske,1424200000,37.727,48.714,1424283502
Shevchenko,1421500000,37.15,47.728,1421581602
Yablunivka,1422400000,37.622,48.421,1422480503
Yakovlivka,1420300000,37.248,48.704,1420388003
Yakovlivka,1425500000,37.824,48.087,1425587607
Yalynske,1421200000,36.935,47.641,1421283604
Yalta,1421200000,36.751,48.045,1421282408
Yampolivka,1423000000,37.959,49.072,1423085407
Stizhkove,1425200000,38.495,48.109,1425286707
Kremenivka,1421700000,37.478,47.336,1421783304
Kreminna Balka,1423300000,37.287,48.072,1423385405
Verbivka,1420600000,38.136,47.971,1420684002
Verkhnii Kut,1425200000,39.041,47.948,1425282302
Novopavlivka,1422700000,37.219,48.248,1422782806
Novopelahiivka,1425200000,38.207,47.987,1425283404
Pryvilne,1421200000,36.713,47.871,1421286607
Prydorozhnie,1424500000,37.968,47.852,1424582409
Chumaky,1424500000,38.113,47.788,1424580509
Shavrove,1420300000,37.194,48.741,1420385505
Samsonove,1424800000,38.16,47.292,1424881905
Sanzharivka,1420900000,38.426,48.437,1420986003
Saurivka,1425200000,38.755,47.903,1425288204
Svyrydonivka,1422700000,37.444,48.283,1422781609
Vedenske,1423600000,37.951,47.198,1423681102
Velyke Mishkove,1420600000,38.559,47.873,1420682002
Shaposhnykove,1425200000,38.455,47.961,1425280503
Shevchenko,1412000000,38.091,48.173,1412046807
Shevchenko,1413500000,38.084,47.99,1413569803
Shevchenko,1421200000,37.153,48.019,1421280204
Oleksandropil,1423300000,37.393,48.013,1423383004
Opytne,1425500000,37.722,48.096,1425587606
Ostrivske,1423300000,37.345,48.001,1423310601
Pavlohradske,1410100000,37.949,47.863,1410167601
Spirne,1420900000,38.249,48.809,1420980508
Stavky,1410600000,37.925,48.252,1410691005
Rozlyv,1421200000,37,47.972,1421282702
Rozsadky,1420900000,38.353,48.432,1420955405
Rozsypne,1425200000,38.875,47.984,1425282308
Romanivka,1422400000,37.719,48.366,1422485505
Romanivka,1423300000,37.288,47.899,1423382503
Rubizhne,1422000000,37.196,48.511,1422081105
Pavlivske,1420600000,38.349,47.698,1420686006
Sydorove,1424200000,37.602,48.987,1424284603
Verkhnia Krynka,1412000000,38.134,48.177,1412046801
Zelene,1422000000,36.848,48.468,1422084405
Zelene,1422700000,37.194,48.214,1422782804
Skudne,1421200000,36.798,47.909,1421282409
Skuchne,1425500000,37.494,48.161,1425583205
Slovianka,1421200000,37.129,48.069,1421280203
Sokil,1425500000,37.553,48.233,1425587309
Bondarne,1420900000,37.933,48.744,1420981002
Buzynivka,1420300000,36.756,48.632,1420384403
Buriakova Balka,1423900000,37.398,46.976,1423984403
Svystuny,1420600000,38.547,47.917,1420682009
Svitle,1424500000,38.087,47.815,1424580507
Svitlyi Luch,1424500000,38.313,47.688,1424581808
Peremoha,1421700000,37.403,47.286,1421787004
Novokhatske,1421200000,36.685,48.063,1421284404
Novoianysol,1421700000,37.268,47.293,1421755102
Moskovske,1422700000,37.307,48.281,1422755305
Muravka,1422700000,36.9,48.176,1422756302
Naberezhne,1423600000,37.844,47.316,1423685502
Nadezhdivka,1420300000,36.971,48.738,1420355107
Sieverne,1425500000,37.665,48.129,1425585604
Syhnalne,1423300000,37.641,47.844,1423384503
Slavne,1423300000,37.568,47.835,1423384504
Slavne,1425200000,38.32,48.218,1425284504
Solodke,1423300000,37.494,47.79,1423387404
Solone,1422700000,37.051,48.213,1422784504
Sosnove,1423000000,37.55,49.075,1423056602
Pervomaiske,1414400000,38.788,47.995,1414447400
Vesele,1423600000,37.898,47.171,1423686003
Shyroka Balka,1423900000,37.414,47.058,1423982204
Osykove,1422400000,37.628,48.559,1422483505
Ostrovskoho,1423300000,37.183,47.923,1423381505
Pavlivka,1422400000,37.41,48.528,1422486007
Oktiabr,1421200000,36.814,47.798,1421255104
Mykolaivka,4423800000,38.334,48.771,4423856201
Myrne,4422200000,39.088,48.361,4422256802
Molodizhne,4423800000,38.476,48.643,4423881103
Nyrkove,4423800000,38.312,48.739,4423856905
Kotovskoho,1420600000,38.417,47.85,1420682004
Ahrobaza,1423900000,37.446,47.098,1423981102
Azovske,1423900000,37.342,46.956,1423955501
Almazne,1413500000,38.135,48.143,1413591503
Novyi,4423600000,38.594,48.5,4423684404
Yehorivka,4425100000,38.635,49.403,4425185003
Yelyzavetivka,4420300000,38.969,48.357,4420356201
Horodyshche,4422500000,39.251,49.43,4422588804
Artema,4424800000,39.307,48.788,4424883502
Artemivka,4424000000,37.906,49.44,4424087803
Astakhove,4424200000,39.614,47.859,4424283302
Artemivske,1420900000,37.95,48.601,1420985503
Aslanove,1421700000,37.58,47.244,1421783305
Vyshneve,1424500000,38.271,47.671,1424581803
Vidrodzhennia,1420900000,38.218,48.524,1420984502
Babycheve,4425400000,38.225,49.943,4425482502
Dachne,4424000000,38.095,49.393,4424010101
Chervonyi Zhovten,4420300000,39.141,47.849,4420382202
Chervonyi Lyman,4424500000,38.745,48.622,4424581409
Cheremshyne,4424200000,39.853,48.17,4424287705
Chystopillia,4423100000,39.112,48.978,4423186205
Khersones,1421700000,37.55,47.23,1421783309
Sofiivka,1412900000,37.513,48.741,1412946800
Kliuchove,1421200000,36.865,47.676,1421285204
Kliuchove,1421700000,37.519,47.265,1421783303
Kobzari,1420600000,38.153,47.92,1420685406
Shevchenko,1422000000,37.111,48.382,1422088004
Shyroka Balka,1410600000,37.925,48.303,1410691007
Shnurky,1424200000,37.305,48.907,1424256505
Shumy,1411200000,37.934,48.381,1411245309
Prokazyne,4425100000,38.904,49.322,4425182005
Promin,4424000000,38.337,49.342,4424085504
Purdivka,4423100000,38.563,48.981,4423188005
Statyvchyne,4420900000,38.813,49.591,4420987203
Velykokamianka,4412300000,39.435,48.14,4412345400
Stepanivka,4423600000,38.495,48.451,4423684407
Stepne,4423300000,39.342,49.684,4423382502
Stepnyi Yar,4423100000,38.859,48.977,4423185603
Stepove,4420600000,39.385,49.125,4420688802
Maslivka,4425400000,38.586,49.947,4425481504
Maiak,4424200000,39.77,48.129,4424287704
Kozhevnia,1425200000,38.924,47.88,1425282305
Kolosky,1424500000,38.205,47.687,1424583507
Komyshuvakha,1421200000,36.59,47.888,1421286605
Kotliarivka,1422700000,36.933,48.141,1422783803
Illichivka,1423000000,37.908,48.894,1423082003
Sukhivske,1414400000,38.717,48.065,1414448003
Taramchuk,1423300000,37.576,47.805,1423387405
Travneve,1420900000,38.097,48.425,1420986204
Trepelne,1420600000,38.378,47.82,1420683502
Ovocheve,1420600000,38.582,47.868,1420681005
Putylyne,4423100000,38.868,48.827,4423181204
Pshenychne,4421600000,38.348,49.078,4421685402
Lozuvatka,4425100000,38.704,49.096,4425183503
Kamianka,4425100000,38.801,49.15,4425186002
Kapitanove,4423100000,38.77,48.831,4423184502
Marivka,4424200000,39.413,47.967,4424286606
Marynivka,4425100000,38.674,49.175,4425182502
Markivske,4422500000,39.408,49.487,4422586603
Kruta Hora,4424500000,39.144,48.662,4424582202
Krutenke,4421600000,38.416,49.176,4421681003
Kuban,4423300000,39.031,49.65,4423355301
Novoderkul,4420600000,39.623,49.127,4420684405
Zhovtneve,4425400000,38.163,49.841,4425487504
Zhuravske,4422800000,40.073,49.258,4422881102
Illinka,1423300000,37.317,47.89,1423382502
Kruhlyk,4422200000,39.141,48.307,4422284403
Kruzhylivka,4421400000,39.794,48.58,4421486604
Krupchanske,4422500000,39.435,49.571,4422586602
Lobasove,4422500000,39.447,49.428,4422588807
Lozy,4420300000,39.287,48.101,4420383002
Lozne,4420900000,38.828,49.867,4420988802
Lozove,4425100000,39.282,49.355,4425184806
Lozovivka,4425100000,38.885,49.181,4425186003
Maslakove,4425400000,38.643,49.845,4425484003
Patalakhivka,4424000000,38.006,49.402,4424086504
Pakhalivka,4424500000,38.793,48.663,4424585506
Pelahiivka,4423300000,38.955,49.795,4423388204
Pervomaisk,4420600000,39.606,49.083,4420684407
Pervomaiske,4422500000,39.461,49.69,4422584405
Illinka,4425400000,38.036,49.821,4425483004
Illichivka,4425400000,38.44,49.931,4425481503
Industrialne,4421600000,38.439,49.156,4421681903
Zelenyi Kurhan,4410300000,39.137,48.191,4410346901
Kirove,1421700000,37.613,47.351,1421782203
Klynkyne,1423600000,38.248,47.292,1423686603
Hostre,1413800000,37.4,47.992,1413846200
Novodonetske,1421200000,36.96,47.755,1421284002
Novomykolaivka,1421500000,37.694,47.84,1421557103
Novopustynka,1422700000,37.117,48.195,1422784008
Novoiavlenka,1420300000,37.2,48.638,1420387009
Ikove,4423300000,39.09,49.522,4423384702
Illivka,4421400000,39.729,48.548,4421486603
Illinka,4420300000,39.222,48.09,4420385502
Obryv,1423600000,38.186,47.099,1423655401
Obrizne,1420600000,38.286,47.705,1420655301
Dolomitne,1420900000,38.133,48.415,1420986202
Dolia,1421500000,37.718,47.876,1421580802
Dorozhnie,1422000000,37.222,48.424,1422085006
Katerynivka,1420300000,36.881,48.586,1420387303
Katerynivka,1423000000,37.863,49.181,1423083203
Mykhailivka,1410600000,37.976,48.244,1410691003
Mineralne,1425500000,37.829,48.102,1425587605
Molodetske,1425200000,38.457,48.031,1425287805
Poltavske,1420600000,38.193,47.878,1420685408
Popasne,1422400000,37.704,48.595,1422482007
Popiv Yar,1422400000,37.458,48.422,1422485002
Tonenke,1425500000,37.644,48.138,1425584306
Pyskunivka,1424200000,37.833,48.887,1424287902
Pivche,1415000000,38.31,47.99,1415047201
Pidhirne,1424500000,38.063,47.683,1424586003
Storozheve,1421200000,36.797,47.802,1421284804
Striukove,1425200000,38.592,48.179,1425286805
Suzhenka,1421700000,37.098,47.147,1421781105
Perederiieve,1425200000,38.906,48.007,1425282307
Oleksandrivka,1423000000,37.592,49.117,1423056601
Oleksandrohrad,1421200000,36.604,47.977,1421286606
Oleksandropil,1422400000,37.599,48.359,1422485806
Oleksiivka,1421200000,36.947,48.018,1421280805
Novyi Komar,1421200000,36.838,47.883,1421255103
Pereizne,1420900000,38.078,48.78,1420983503
Prydorozhnie,1420600000,38.169,47.919,1420685409
Pryovrazhne,1421700000,37.636,47.257,1421781604
Pushkine,1422700000,37.14,48.135,1422783807
Rybatske,1423900000,37.452,47.006,1423982202
Rivne,1425200000,38.581,48.103,1425281203
Rivnopil,1421200000,36.697,47.787,1421284803
Rih,1422700000,37.206,48.272,1422782808
Chumak,1424800000,38.01,47.294,1424886403
Zori,1424800000,38.198,47.371,1424883204
Zoria,1422700000,37.181,48.081,1422782303
Novyi Trud,1422700000,37.172,48.212,1422782805
Novoandriivka,1420300000,37.054,48.678,1420381005
Pervomaiske,1423600000,37.952,47.294,1423685503
Pervomaiske,1424800000,37.968,47.482,1424883607
Matiasheve,1422000000,37.063,48.41,1422082203
Mezhove,1425500000,37.492,48.182,1425583203
Kopani,1422000000,37.042,48.544,1422055503
Koptieve,1422000000,37.364,48.381,1422086606
Mokroielanchyk,1420600000,38.498,47.702,1420682504
Molocharka,1413500000,38.132,48.006,1413569801
Svobodne,1420600000,38.246,47.773,1420684509
Novoukrainka,1421200000,36.871,48.028,1421280803
Novoukrainka,1422000000,37.022,48.542,1422055505
Novoukrainka,1422700000,37.198,48.228,1422782807
Novoukrainske,1420600000,38.787,47.797,1420680409
Novofedorivka,1422000000,36.979,48.43,1422084408
Petrivske,1424500000,37.837,47.631,1424587903
Stepanivka,1422400000,37.614,48.466,1422481003
Stepanivka,1423300000,37.324,48,1423310603
Hryhorivka,1420600000,38.781,47.856,1420680403
Hryhorivka,1420600000,38.265,47.868,1420685405
Kachkarske,1423600000,37.991,47.192,1423681104
Kyrylivka,1421500000,37.306,47.653,1421584802
Adamivka,1424200000,37.445,48.944,1424282403
Andriivka,1424500000,38.129,47.827,1424580502
Andriivka,1420900000,37.967,48.502,1420985502
Holubytske,1421500000,37.418,47.526,1421582403
Blahodat,1422000000,37.123,48.578,1422085502
Bohdanivka,1420900000,37.897,48.618,1420983902
Bohdanivka,1421500000,37.757,47.629,1421584002
Bohdanivka,1422700000,36.965,48.091,1422786502
Bohdanivka,1424800000,38.053,47.485,1424883602
Boikivka,1422000000,37.305,48.399,1422085003
Yelyzavetivka,1420300000,36.843,48.776,1420386803
Zelenivka,1423300000,37.093,47.967,1423381504
Zernove,1424500000,37.922,47.711,1424586005
Zolota Nyva,1421200000,36.991,47.794,1421286402
Bilosaraiska Kosa,1423900000,37.34,46.898,1423984402
Balahan,1422700000,37.298,48.292,1422755601
Baranivka,1422700000,37.538,48.321,1422783602
Berdychi,1425500000,37.652,48.191,1425584302
Berehove,1424500000,38.088,47.718,1424584602
Dacha,1420900000,38.042,48.443,1420985002
Dachenske,1422700000,37.221,48.213,1422782803
Derylove,1423000000,37.727,49.067,1423055401
Vremivka,1421200000,36.817,47.835,1421255101
Karpivka,1420300000,36.734,48.79,1420386807
Fedorivka,1422400000,37.741,48.656,1422483707
Fedorivka Druha,1420900000,37.853,48.765,1420985909
Tsupky,1415000000,38.345,48.006,1415070505
Pryvillia,1420900000,37.868,48.723,1420985705
Latysheve,1425200000,38.864,47.953,1425282306
Levadne,1420300000,36.815,48.685,1420355105
Lenina,1422000000,37.01,48.366,1422088805
Novolaspa,1424800000,37.882,47.573,1424887103
Novomaiorske,1421200000,37.031,47.735,1421284003
Novomarivka,1422000000,36.855,48.425,1422084407
Novomarkove,1422400000,37.826,48.671,1422483705
Novomykolaivka,1421500000,37.39,47.44,1421582406
Ukrainka,1422700000,37.099,48.115,1422786508
Troitske,1424200000,37.332,48.825,1424280305
Troitske,1425500000,37.856,48.266,1425555203
Troianda,1422700000,37.156,48.264,1422784704
Trudivske,1421500000,37.661,47.581,1421587204
Trudove,1421500000,37.383,47.585,1421510103
Trudove,1423300000,37.216,47.898,1423388504
Ukrainka,1421700000,37.094,47.281,1421785007
Chervone,1421500000,37.786,47.832,1421583806
Chervone,1423900000,37.446,47.018,1423982203
Cherevkivske,1424800000,38.146,47.461,1424885903
Ukrainske,1423600000,37.928,47.287,1423685505
Ulakly,1421200000,37.087,47.996,1421282703
Lypove,1423000000,37.816,49.16,1423083204
Lysychne,1422700000,37.46,48.274,1422781605
Lidyne,1421500000,37.594,47.414,1421584703
Krasnyi Kut,1411700000,37.407,48.558,1411746201
Novohryshyne,1422000000,37.025,48.416,1422082204
Novodmytrivka,1422700000,37.213,48.084,1422782304
Mala Shyshivka,1420600000,38.495,47.916,1420682005
Malyi Kermenchyk,1421200000,36.989,47.629,1421283603
Malynivka,1421500000,37.384,47.513,1421582405
Malohnativka,1421500000,37.673,47.512,1421586402
Novosamarske,1420300000,36.941,48.689,1420383303
Chycherine,1421500000,37.628,47.569,1421586404
Makedonivka,1421700000,37.554,47.244,1421783302
Yasnobrodivka,1425500000,37.543,48.137,1425584308
Pylypchatyne,1420900000,38.243,48.608,1420982003
Novohryhorivka,1421500000,37.395,47.562,1421510101
Novohryhorivka,1421700000,37.22,47.195,1421781103
Vershyna,1420900000,38.145,48.512,1420983002
Vershynivka,1424800000,38.146,47.488,1424883603
Krasnyi Luch,1420600000,38.62,47.878,1420681003
Krasnyi Luch,1425200000,38.533,48.123,1425286702
Vasylivka,1425500000,37.854,48.17,1425555201
Vasylivska Pustosh,1412900000,37.701,48.761,1412945601
Zaporozhets,1424800000,37.971,47.375,1424882903
Zatyshne,1421500000,37.325,47.521,1421582404
Zakharivka,1423900000,36.981,47.139,1423986602
Shevchenko,1424500000,38.199,47.713,1424584609
Shevchenko,1424500000,38.256,47.503,1424581809
Petrivske,1420900000,37.977,48.766,1420981006
Petrivske,1421500000,37.442,47.481,1421585604
Petrivske,1422000000,36.865,48.383,1422088808
Rozkishne,1422400000,37.593,48.498,1422481002
Roty,1420900000,38.232,48.518,1420955406
Rubashkyne,1420600000,38.618,47.854,1420681006
Samarske,1420300000,37.106,48.634,1420387001
Rohanske,1424200000,37.362,48.649,1424288202
Rozy Liuksemburh,1422000000,37.237,48.452,1422085009
Rozivka,1424800000,38.15,47.508,1424883608
Seleznivka,1424200000,37.669,48.862,1424256202
Semenivka,1425500000,37.63,48.18,1425584305
Semyhiria,1420900000,38.144,48.468,1420986203
Serhiivka,1421700000,37.212,47.272,1421785507
Krymky,1423000000,37.552,49.145,1423087603
Krynychne,1420900000,38.273,48.51,1420955402
Novohnativka,1421500000,37.693,47.642,1421584004
Shevchenko,1421500000,37.533,47.494,1421585605
Shevchenko,1421700000,37.453,47.254,1421787005
Shevchenko,1423600000,37.984,47.271,1423682805
Shevchenko,1423900000,37.422,47.115,1423981105
Pannivka,1421700000,37.247,47.196,1421781104
Panteleimonivka,1425500000,37.773,48.3,1425586504
Paraskoviivka,1423300000,37.446,47.867,1423385202
Pasichne,1420300000,36.796,48.697,1420386607
Patriotychne,1423600000,38.008,47.171,1423686005
Pervomaiske,1421700000,37.381,47.269,1421787003
Shevchenko,1424800000,37.931,47.386,1424882908
Shevchenko,1425200000,38.371,48.178,1425284505
Shevchenko,1425200000,38.299,48.155,1425286903
Shevchenko Pershe,1422700000,37.406,48.37,1422788305
Serednie,1423000000,37.708,49.123,1423086503
Komyshatka,1425200000,38.356,48.239,1425284502
Staroraiske,1411700000,37.447,48.609,1411746203
Stepne,1420600000,38.634,47.681,1420688206
Stepne,1425200000,38.451,48.156,1425286006
Roza,1423600000,37.995,47.207,1423681107
Perebudova,1421200000,36.743,47.989,1421284405
Peredove,1421500000,37.161,47.568,1421586802
Pershe Travnia,1411200000,37.956,48.451,1411245307
Petrenky,1420600000,38.22,47.726,1420684506
Ivanivka,1422000000,37.228,48.44,1422085007
Ivanivka,1423000000,37.948,49.112,1423085404
Ivanivka,1424200000,37.349,48.919,1424256501
Ivanivka,1424800000,38.173,47.343,1424881902
Stari Terny,1423300000,37.208,48.014,1423310602
Staropetrivske,1412000000,38.151,48.219,1412046503
Ohorodnie,1423900000,37.372,47.011,1423984405
Oktiabr,1423600000,37.864,47.236,1423683304
Oktiabrske,1421700000,37.347,47.274,1421787002
Oktiabrske,1424200000,37.341,48.77,1424280303
Oktiabrske,1424800000,38.092,47.289,1424881904
Oktiabrske,1424800000,38.187,47.503,1424883606
Rusyn Yar,1422400000,37.503,48.45,1422485004
Pankivka,1422000000,37.331,48.437,1422086609
Petrivske,1421500000,37.703,47.816,1421557104
Petrivske,1425500000,37.679,48.196,1425584304
Pidhorodne,1420900000,38.031,48.636,1420980304
Pilne,1421500000,37.518,47.723,1421557202
Stroitel,1424500000,38.222,47.717,1424584608
Striapivka,1420900000,38.154,48.671,1420982004
Sukha Balka,1411200000,37.766,48.328,1411246505
Riasne,1410600000,38.019,48.17,1410666701
Sadky,1424800000,38.19,47.378,1424883207
Vodiane,1425500000,37.674,48.095,1425585602
Berezove,1423300000,37.582,47.767,1423387402
Bokove,1411500000,37.028,48.522,1411570501
Bondarevske,1420600000,38.282,47.847,1420685203
Vodiane Druhe,1422400000,37.5,48.334,1422485803
Berestok,1422400000,37.695,48.476,1422482703
Blyzhnie,1421500000,37.548,47.607,1421587202
Kalynove,1420600000,38.697,47.753,1420688203
Kalinine,1422700000,36.832,48.341,1422786002
Kalinine,1424800000,38.105,47.321,1424881903
Chervonyi Zhovten,1414400000,38.733,47.97,1414447101
Chumaky,1415300000,38.466,48.087,1415346405
Bulavyne,1412000000,38.358,48.303,1412070501
Burlatske,1421200000,36.743,47.89,1421286602
Burne,1424500000,38.232,47.7,1424583503
Vovche,1422700000,37.488,48.234,1422781603
Vovchenka,1423300000,37.354,48.008,1423385402
Vovchyi Yar,1423000000,37.663,49.202,1423084302
Kumshatske,1425200000,38.505,48.207,1425285605
Lastochkyne,1425500000,37.681,48.148,1425584303
Lebiazhe,1413500000,37.945,48.187,1413567803
Voskhod,1425500000,37.532,48.225,1425555301
Yelyzavetivka,1422700000,37.449,48.304,1422783003
Hladosove,1410600000,38.068,48.434,1410665301
Hlyboke,1423900000,37.396,46.997,1423984404
