NAME_LAT,KOATUU_RAY,longitude,latitude,KOATUU
Olenivka,1421500000,37.66,47.827,1421557100
Iverske,1420300000,36.957,48.637,1420383301
Voikovskyi,1420600000,38.344,47.756,1420655300
Lysyche,1420600000,38.586,47.729,1420685001
Volnovakha,1421500000,37.502,47.6,1421510100
Klynove,1420900000,38.157,48.558,1420984501
Olhynka,1421500000,37.518,47.695,1421557200
Vesela Hora,1420300000,37.123,48.618,1420387003
Shandryholove,1423000000,37.726,49.095,1423086501
Shakhtarske,1421200000,37.004,47.862,1421286401
Krynychna,1413500000,38.028,48.126,1413567800
Illicha,1422400000,37.668,48.493,1422482701
Krasnohorivka,1423300000,37.501,48.009,1423310400
Kurakhove,1423300000,37.285,47.986,1423310600
Volodarske,1421700000,37.32,47.201,1421755100
Dmytrivka,1424200000,37.386,48.754,1424281001
Blahodatne,1420600000,38.484,47.877,1420682001
Artemivsk,1410300000,37.995,48.597,1410300000
Mykilske,1421500000,37.306,47.751,1421584401
Yakovlivka,1420900000,38.149,48.707,1420989901
Styla,1424500000,37.842,47.694,1424587901
Stepanivka,1425200000,38.806,47.924,1425288201
Volodymyrivka,1421500000,37.4,47.721,1421555600
Hirnytske,1414400000,38.835,48,1414445900
Yasnohirka,1412900000,37.549,48.773,1412947700
Artemove,1411200000,37.894,48.367,1411270300
Bilytske,1411500000,37.183,48.407,1411570300
Rodynske,1413200000,37.209,48.354,1413270600
Nekremenne,1420300000,37.134,48.819,1420386701
Zolotarivka,1425200000,38.189,48.005,1425283401
Maksymilianivka,1423300000,37.394,47.974,1423385001
Kryva Luka,1423000000,37.903,48.873,1423082001
Kryvorizhzhia,1422000000,36.917,48.441,1422084401
Kontarne,1415300000,38.512,48.088,1415345400
Selydove,1413800000,37.299,48.147,1413800000
Dmytrivka,1425200000,38.948,47.95,1425282301
Osykove,1424500000,38.205,47.782,1424585701
Ocheretyne,1420300000,37.12,48.742,1420386901
Yatskivka,1423000000,37.522,49.179,1423087601
Klenivka,1420600000,38.233,47.762,1420684500
Serebrianka,1420900000,38.133,48.92,1420989201
Starolaspa,1424800000,37.983,47.56,1424887101
Korsun,1412000000,38.082,48.203,1412046800
Krasnotorka,1412900000,37.528,48.681,1412946200
Kurakhivka,1413800000,37.376,48.026,1413845900
Kuteinykove,1420600000,38.291,47.81,1420655600
Rubtsi,1423000000,37.567,49.179,1423084301
Raihorodok,1424200000,37.724,48.903,1424256200
Samiilove,1423600000,38.248,47.256,1423686601
Markove,1422400000,37.791,48.654,1422483701
Maiaky,1424200000,37.622,48.945,1424284601
Konkove,1424800000,38.17,47.33,1424881901
Prymorske,1423600000,37.943,47.315,1423685501
Prokhorivka,1421500000,37.672,47.528,1421586401
Mykolaivka,1422700000,37.388,48.185,1422783401
Myrna Dolyna,1420300000,36.832,48.599,1420384401
Myroliubivka,1422700000,37.374,48.302,1422783001
Zelenyi Yar,1421700000,37.053,47.202,1421781801
Rozdolne,1421200000,36.918,47.906,1421284601
Zolotyi Kolodiaz,1422000000,37.24,48.53,1422083301
Zoloti Prudy,1420300000,37.023,48.731,1420383501
Zoriane,1423300000,37.397,48.035,1423383001
Svitle,1422000000,37.117,48.403,1422088001
Novotroitske,1422700000,37.091,48.195,1422784001
Nikishyne,1425200000,38.523,48.241,1425285601
Nova Poltavka,1422400000,37.49,48.365,1422484201
Novoselivka Persha,1425500000,37.543,48.19,1425583201
Novotoretske,1422000000,37.323,48.402,1422086601
Novoandriivka,1421500000,37.347,47.648,1421584801
Novobakhmutivka,1425500000,37.804,48.249,1425583101
Zelene,1420600000,38.173,47.945,1420684001
Pisky,1425500000,37.671,48.067,1425585601
Pryvilne,1421500000,37.507,47.378,1421586301
Orlivka,1425500000,37.644,48.165,1425584301
Minkivka,1420900000,37.847,48.693,1420985701
Michurine,1424800000,38.037,47.474,1424883601
Mnohopillia,1420600000,38.221,47.858,1420685401
Petrivske,1424500000,38.074,47.691,1424586001
Kumachove,1424500000,38.269,47.624,1424581801
Novozarivka,1424500000,38.132,47.639,1424583501
Novoivanivka,1420600000,38.386,47.677,1420686001
Urzuf,1423900000,37.104,46.914,1423985501
Respublika,1421700000,37.199,47.252,1421785501
Oleksandrivka,1424200000,37.423,48.824,1424280301
Novovodiane,1422000000,37.142,48.548,1422085501
Petrivka,1422700000,37.208,48.171,1422785001
Petrivka Druha,1420300000,36.78,48.678,1420386609
Petrivske,1421500000,37.164,47.662,1421586001
Uspenivka,1423300000,37.23,47.917,1423388501
Uspenka,1420600000,38.703,47.73,1420688201
Lukove,1424800000,37.93,47.352,1424882901
Tarasivka,1422400000,37.553,48.349,1422485801
Poltavka,1422400000,37.476,48.431,1422485001
Topolyne,1421700000,37.389,47.237,1421787001
Oleksandrivka,1424500000,38.051,47.796,1424580501
Oleksiivske,1420600000,38.75,47.818,1420680401
Sadove,1425200000,38.393,48.03,1425287801
Oleksandrivka,1423300000,37.578,47.921,1423355300
Riznykivka,1420900000,37.973,48.838,1420988401
Komsomolske,1424500000,38.073,47.663,1424510400
Halytsynivka,1423300000,37.449,48.102,1423381101
Terny,1423000000,37.966,49.097,1423085401
Torske,1422400000,37.421,48.548,1422486001
Lysivka,1422700000,37.26,48.221,1422782801
Pervomaiske,1424800000,38.118,47.426,1424885901
Pervomaiske,1425500000,37.592,48.097,1425585401
Rozdolivka,1420900000,38.08,48.754,1420988001
Prelesne,1424200000,37.291,48.833,1424285701
Rozdolne,1424500000,38.025,47.614,1424586801
Rozy Liuksemburh,1423600000,38.115,47.205,1423686001
Novokaterynivka,1424500000,38.115,47.725,1424584601
Novoekonomichne,1422700000,37.326,48.328,1422755600
Rybynske,1421500000,37.582,47.579,1421587201
Rivne,1422700000,37.22,48.299,1422785701
Rivnopil,1421500000,37.234,47.555,1421586801
Ridkodub,1423000000,37.8,49.186,1423083201
Dachne,1423300000,37.181,47.992,1423381501
Kasianivka,1421700000,37.532,47.297,1421783301
Katerynivka,1422400000,37.755,48.418,1422483001
Bylbasivka,1424200000,37.5,48.84,1424255600
Bilenke,1412900000,37.621,48.761,1412945600
Khomutove,1423600000,38.137,47.25,1423687701
Kalinina,1420900000,37.847,48.608,1420983901
Bilozerske,1411500000,37.057,48.533,1411570500
Kalchyk,1421700000,37.599,47.307,1421782201
Mykolaivka,1422400000,37.796,48.576,1422484001
Stepanivka,1420300000,37.015,48.615,1420387501
Krasnivka,1421500000,37.442,47.406,1421583201
Krasnoarmiiske,1423600000,37.926,47.234,1423683301
Krasnohorivka,1425500000,37.728,48.209,1425582101
Ivanopillia,1422400000,37.768,48.468,1422482501
Snizhne,1414400000,38.718,48.005,1414400000
Almazna,4413100000,38.582,48.523,4413170200
Yasenivskyi,4412300000,39.217,48.157,4412347700
Talakivka,1412300000,37.723,47.185,1412365800
Dymytrov,1411300000,37.283,48.269,1411300000
Provallia,4424200000,39.826,48.148,4424287701
Arapivka,4425400000,38.04,49.735,4425480501
Donetsk,1410100000,37.763,48.009,1410100000
Svitlodarsk,1410900000,38.221,48.434,1410970500
Myronivskyi,1410900000,38.275,48.459,1410945400
Zhovte,4424500000,39.105,48.649,4424582201
Hrodivka,1422700000,37.379,48.26,1422755300
Laryne,1410100000,37.928,47.888,1410167600
Zuivka,1415000000,38.249,48.061,1415046200
Novoselivka,1423000000,37.692,49.072,1423056000
Novotroitske,1421500000,37.596,47.718,1421556800
Oleksandrivka,1420300000,36.914,48.71,1420355100
Cherkaske,1424200000,37.38,48.836,1424256500
Chasiv Yar,1410300000,37.852,48.593,1410370600
Stizhkivske,1415300000,38.466,48.119,1415346400
Kramatorsk,1412900000,37.564,48.728,1412900000
Krasnoarmiisk,1413200000,37.179,48.283,1413200000
Sviatohirsk,1414100000,37.569,49.04,1414170500
Yenakiieve,1412000000,38.214,48.228,1412000000
Staryi Krym,1412300000,37.488,47.16,1412365600
Holmivskyi,1410600000,38.074,48.402,1410665300
Makiivka,1413500000,37.965,48.057,1413500000
Novodonetske,1411500000,36.979,48.633,1411545600
Kirove,1411200000,37.915,48.398,1411245300
Kostiantynivka,1412600000,37.701,48.522,1412600000
Blahodatne,1421500000,37.42,47.698,1421555300
Zaitseve,1410600000,38.005,48.402,1410665600
Fashchivka,4420300000,38.667,48.219,4420357200
Syrotyne,4412900000,38.516,48.916,4412945900
Oleksandrivsk,4410100000,39.187,48.586,4410160300
Luhansk,4410100000,39.322,48.563,4410100000
Zachativka,1421500000,37.152,47.498,1421582001
Soledar,1410300000,38.068,48.695,1410370300
Morozivka,4422800000,39.89,49.461,4422883301
Krasnorichenske,4421600000,38.206,49.211,4421655400
Mykolaipillia,1422400000,37.557,48.527,1422483901
Dontsivka,4423300000,39.262,49.582,4423381101
Novochervone,4425400000,38.302,49.627,4425483501
Popasna,4423800000,38.365,48.63,4423810100
Mykilske,4422800000,39.941,49.519,4422884401
Verkhnia Krynka,1413500000,38.146,48.162,1413591501
Novooleksandrivka,4421600000,38.187,49.264,4421684101
Paraskoviivka,1420900000,38.001,48.663,1420987001
Stakhanov,4413100000,38.653,48.564,4413100000
Smolianynove,4423100000,38.699,48.944,4423187101
Ulianivka,1422700000,37.38,48.337,1422788301
Vrubivskyi,4422200000,39.108,48.431,4422255800
Andriivka,1421500000,37.787,47.853,1421580801
Metalist,1420600000,38.293,47.824,1420685201
Vovchoiarivka,4423800000,38.371,48.841,4423855900
Demenkove,4423100000,39.058,48.901,4423180703
Derkulske,4424800000,39.693,48.995,4424886503
Dzhemilne,4425100000,38.591,49.318,4425185002
Horodnie,4423600000,38.84,48.396,4423655501
Trubnyi,4411600000,38.757,48.162,4411670301
Pelahiivka,1414700000,38.606,48.097,1414745400
Korinne,4411600000,38.825,48.078,4411670601
Novoielyzavetivka,4411600000,38.827,48.096,4411670605
Pshenychne,4424800000,39.509,48.699,4424884505
Radisne,4421400000,39.758,48.451,4421480805
Radianske,4421400000,39.589,48.334,4421456503
Novodonbaske,4425100000,38.626,49.267,4425181004
Novoiehorivka,4424000000,37.944,49.33,4424086503
Novozvanivka,4423800000,38.352,48.586,4423885202
Nozdrivka,4420600000,39.668,49.019,4420683302
Nianchyne,4420900000,38.707,49.759,4420988209
Obozne,4424500000,39.311,48.73,4424581105
Ohulchansk,4421400000,39.662,48.526,4421486606
Ozero,4425400000,38.581,49.935,4425481505
Oknyne,4423100000,38.87,48.932,4423181203
Krasna Chapliivka,4425400000,38.567,49.767,4425485006
Krasne,4421400000,39.496,48.371,4421485503
Zavodianka,4420900000,38.818,49.622,4420987202
Zahiria,4425400000,38.463,49.919,4425481502
Zaikivka,4420900000,38.774,49.448,4420981502
Lebedivka,4424000000,38.083,49.668,4424080503
Levadne,4425100000,38.717,49.308,4425181003
Leskyne,4420300000,39.211,48.097,4420385504
Peremozhne,4423100000,38.932,49.085,4423188504
Petrenkove,4423100000,38.877,49.102,4423188505
Petrivka,4420900000,38.805,49.867,4420955702
Petrivske,4421600000,37.918,49.244,4421682203
Petrivske,4424000000,38.194,49.667,4424055404
Nyzhnoderevechka,4421400000,39.774,48.217,4421482204
Pryvilne,4420600000,39.399,49.218,4420685505
Stepove,4420300000,38.937,48.283,4420355606
Stepove,4424800000,39.574,48.777,4424887004
Stepove,4425100000,39.142,49.259,4425186505
Tamara,4420300000,38.865,48.247,4420355902
Korolivka,4421400000,39.918,48.214,4421487002
Vynohradne,4422500000,39.404,49.399,4422588803
Vyskryva,4423800000,38.298,48.592,4423856901
Vysoke,4425400000,38.251,49.837,4425487503
Vysochynivka,4422500000,39.546,49.701,4422584402
Vyshneve,4420300000,39.204,48.008,4420381102
Vyshnevyi Dil,4421400000,39.488,48.537,4421489305
Viktorivka,4423800000,38.35,48.711,4423856902
Peremozhne,4422200000,39.385,48.395,4422256102
Topolivka,4423800000,38.326,48.864,4423857202
Urozhaine,4420300000,38.845,48.24,4420355903
Kondriuche,4412700000,39.623,48.032,4412745701
Konoplianivka,4420900000,38.532,49.508,4420983402
Kopani,4420600000,39.394,49.239,4420685503
Berdianka,4424500000,38.72,48.647,4424581402
Berehove,4421400000,39.632,48.577,4421486602
Berezivka,4423300000,38.817,49.75,4423388202
Shymshynivka,4422200000,38.985,48.439,4422255504
Berezivka,4425400000,38.526,49.909,4425485002
Yuhanivka,4424800000,39.714,48.683,4424882503
Yablunivka,4424000000,38.095,49.648,4424080506
Yarske,4422800000,40.102,49.23,4422881105
Shyroke,4411400000,39.588,48.307,4411447401
Shyrokyi,4420300000,38.858,48.332,4420384407
Talove,4421400000,39.684,48.309,4421456900
Voievodivka,4412900000,38.448,48.977,4412990002
Svitlenke,4420900000,38.517,49.61,4420987706
Mykolaivka,4420900000,38.576,49.709,4420987813
Novonykanorivka,4424000000,38.202,49.663,4424055402
Hannivka,4425100000,38.823,49.36,4425181702
Stukalova Balka,4424500000,39.293,48.644,4424583910
Khrystove,4424500000,39.343,48.728,4424581111
Ustynivka,4412700000,39.549,48.095,4412746304
Fedorivka,4412700000,39.521,48.11,4412746306
Bashtevych,4420300000,38.867,48.368,4420384402
Bezghynove,4423100000,39.01,48.925,4423181202
Tyshkivka,4422500000,39.494,49.466,4422586605
Timiriazieve,4423600000,38.746,48.3,4423681103
Yasnoprominske,4422800000,40.114,49.344,4422881106
Kalynova Balka,4420900000,38.565,49.75,4420987812
Hladkove,4420900000,38.603,49.74,4420987811
Sverdlovka,4424000000,38.188,49.655,4424055405
Kniahynivka,4411600000,38.85,48.117,4411646000
Shaparivka,4420900000,38.845,49.497,4420986603
Shapran,4423300000,39.127,49.837,4423382805
Shatkivka,4425400000,38.684,50.004,4425486004
Popasne,4420900000,38.734,49.778,4420988212
Dachne,4424500000,38.707,48.68,4424556201
Sverdlovka,4424000000,37.912,49.327,4424086505
Svitle,4423300000,39.082,49.796,4423382804
Svitle,4424500000,39.274,48.66,4424581109
Sadovyi,4410300000,38.991,48.1,4410345305
Shakhove,4425400000,38.482,49.8,4425485008
Shevchenko,4421600000,38.588,49.192,4421680703
Rytykove,4424200000,39.568,48.016,4424284404
Rodnychky,4425400000,38.433,49.988,4425481004
Ternivka,4422500000,39.481,49.616,4422582203
Berezivka,4412300000,39.533,48.008,4412346701
Lisne,4411600000,38.912,48.031,4411670603
Lisne,4410300000,39.019,48.199,4410345301
Khrystoforivka,4410300000,39.014,48.172,4410345307
Melnykove,4410300000,39.035,48.156,4410345303
Stepove,4410300000,39.063,48.187,4410346903
Voskresenivka,4411600000,38.816,48.32,4411670905
Travneve,4422800000,40.095,49.388,4422855105
Trembacheve,4423300000,39.143,49.726,4423385302
Tretiakivka,4420600000,39.594,49.097,4420684408
Raivka,4424500000,39.183,48.684,4424583908
Sudbynka,4425400000,38.57,49.946,4425481507
Surovtsivka,4421600000,38.331,49.112,4421685403
Sukhanivka,4425100000,38.723,49.175,4425182503
Bohdanivka,4424500000,38.727,48.604,4424581403
Oleksandrivka,4423100000,38.638,48.966,4423188004
Sukhodil,4424500000,39.039,48.589,4424555905
Tarabany,4425100000,39.269,49.339,4425180304
Kyseleve,4412700000,39.52,48.033,4412746905
Rozdollia,4420600000,39.785,49.333,4420688905
Rozdolne,4425100000,39.012,49.303,4425180303
Rozivka,4424000000,37.902,49.422,4424087807
Teviasheve,4423300000,39.038,49.607,4423384705
Znamianka,4424500000,38.909,48.745,4424555102
Panchenkove,4424200000,39.771,48.043,4424281103
Pankivka,4420900000,38.8,49.437,4420986903
Pankivka,4424500000,39.348,48.703,4424581106
Novoastrakhanske,4425100000,38.745,49.122,4425183504
Kalynivka,4412300000,39.49,48.098,4412346905
Valianivsk,4412300000,39.525,48.075,4412346901
Mechetka,4420300000,39.34,48.172,4420386604
Pavlivka,4424000000,38.397,49.541,4424083003
Paliivka,4422200000,39.418,48.239,4422283304
Panteliivka,4421400000,39.728,48.492,4421483004
Pantiukhyne,4423300000,39.447,49.754,4423380703
Novoivanivka,4423800000,38.471,48.746,4423856202
Novokyivka,4421400000,39.666,48.585,4421486605
Novokrasnivka,4420300000,39.282,47.936,4420381105
Davydivka,4411600000,38.825,48.254,4411646701
Nyzhnia Harasymivka,4421400000,39.979,48.314,4421481105
Krasnyi Derkul,4424800000,39.82,48.869,4424883003
Zmiivka,4424000000,38.061,49.449,4424010102
Novoomelkove,4425100000,39.132,49.171,4425180603
Omelkove,4425100000,39.09,49.133,4425187502
Orikhove,4423800000,38.559,48.724,4423881502
Vlasivka,4421400000,39.898,48.271,4421481102
Poltava,4424000000,38.117,49.627,4424080504
Novopokrovka,4420900000,38.76,49.756,4420988208
Novopreobrazhenne,4424000000,38.356,49.553,4424083002
Maksymivka,4425400000,38.391,49.92,4425481003
Mala Martynivka,4422200000,38.966,48.391,4422282204
Mala Yurivka,4422200000,38.959,48.382,4422282205
Malyi Sukhodil,4421400000,39.844,48.367,4421487703
Malynove,4424800000,39.425,48.721,4424884503
Malovedmezhe,4412700000,39.531,48.093,4412746302
Malovendelivka,4423100000,38.94,49.01,4423155102
Krasnyi Lyman,4424500000,38.973,48.721,4424555103
Krasnyi Luch,4424500000,39.029,48.577,4424555903
Krasnyi Yar,4421400000,39.479,48.297,4421456502
Lyman,4424500000,39.254,48.664,4424583903
Novooleksandrivka,4423800000,38.429,48.614,4423856502
Popivka,4421400000,39.922,48.369,4421487705
Novosimeikyne,4411400000,39.617,48.343,4411470401
Nova Ukraina,4422500000,39.516,49.391,4422581103
Novoandriivka,4420900000,38.776,49.702,4420988004
Novoukrainka,4412300000,39.308,48.125,4412347101
Bondareve,4425100000,39.19,49.381,4425181504
Dubovivka,4425100000,38.854,49.363,4425181703
Duvanka,4425400000,38.681,49.833,4425484002
Verbivka,4420300000,39.335,48.148,4420386602
Verkhnii Minchenok,4424800000,39.476,48.878,4424885502
Vilne,4424800000,39.759,48.953,4424886502
Vilshany,4425400000,38.494,49.871,4425485003
Vitrohon,4420600000,39.746,49.148,4420684402
Vovkodaieve,4423100000,39.302,49.065,4423183402
Vodotok,4421400000,39.7,48.485,4421483002
Vodianolypove,4422800000,39.862,49.545,4422884403
Voitove,4424800000,39.184,48.848,4424855401
Petrovenky,4424500000,38.784,48.65,4424585507
Pylypivka,4424000000,38.017,49.614,4424084503
Pysarivka,4423300000,39.074,49.502,4423386602
Borzhykivka,4423600000,38.468,48.393,4423656101
Bratske,4424200000,39.715,47.927,4424255301
Butkevych,4411600000,38.864,48.31,4411670901
Verkhnia Krasnianka,4421400000,39.513,48.269,4421455302
Vilkhove,4424800000,39.57,48.674,4424880503
Dzerzhynske,4422800000,39.975,49.298,4422885502
Dibrova,4422800000,40.113,49.583,4422884404
Dovhe,4424500000,39.032,48.644,4424555101
Yasne,4422200000,39.09,48.4,4422282207
Pivnivka,4422800000,39.879,49.434,4422882202
Pidhirne,4421400000,39.888,48.391,4421487704
Honcharove,4420600000,39.432,49.233,4420685502
Orikhove,4410300000,39.169,48.04,4410345901
Khriashchivka,4421400000,39.617,48.573,4421486608
Solone,4423300000,39.348,49.735,4423380705
Antonivka,4425100000,39.219,49.288,4425184802
Antrakop,4424200000,39.542,48.023,4424284402
Chervona Zirka,4422800000,40.204,49.255,4422881104
Chervona Zoria,4422800000,40.023,49.576,4422884407
Khomenkove Druhe,4420900000,38.819,49.651,4420987204
Veselohorivka,4423600000,38.458,48.473,4423684402
Khomenkove Pershe,4420900000,38.686,49.664,4420985504
Khomynske,4422800000,40.064,49.545,4422884406
Khomivka,4424000000,38.149,49.504,4424081002
Khoroshylove,4421400000,39.732,48.565,4421486607
Tatsyne,4412300000,39.212,48.066,4412347300
Hrushove,4411600000,38.809,48.246,4411645400
Fedorivka,4411600000,38.852,48.317,4411647000
Krasnodarskyi,4411400000,39.971,48.297,4411445900
Pavlivka,4412700000,39.542,48.13,4412746600
Tsarivka,4423100000,39.059,48.886,4423180705
Tsarivka,4425400000,38.441,49.835,4425485508
Solontsi,4425400000,38.147,49.904,4425483209
Sosnivka,4423300000,38.958,49.764,4423388206
Sofiivka,4424000000,38.033,49.627,4424084504
Staryi Aidar,4424800000,39.172,48.723,4424885003
Komendantske,4411600000,38.676,48.261,4411645703
Artema,4411600000,38.781,48.282,4411645701
Prohres,4421600000,38.523,49.19,4421680702
Krynychky,4425100000,38.709,49.293,4425181002
Krynychne,4422800000,40.095,49.304,4422881103
Zakhidne,4420300000,39.021,48.287,4420356202
Zakhidne,4422200000,39.051,48.4,4422282203
Zakhidne,4425100000,39.282,49.301,4425184805
Piatyhorivka,4422200000,39.388,48.348,4422285507
Zelekivka,4420600000,39.846,49.196,4420681102
Zelenyi Hai,4420300000,38.957,48.188,4420383302
Oleksapil,4420900000,38.749,49.849,4420955701
Oleksiivka,4422800000,40.059,49.429,4422855103
Tsiluikove,4420900000,38.84,49.467,4420986904
Chabanove,4420900000,38.692,49.726,4420988009
Chepyhivka,4424000000,38.59,49.37,4424084004
Zelenodilske,4420300000,39.208,48.212,4420387702
Zelenopillia,4424200000,39.485,47.919,4424286604
Zemliane,4424500000,39.214,48.628,4424583902
Zymivnyky,4424200000,39.816,48.1,4424287703
Lytvynove,4423300000,39.201,49.85,4423382803
Oleksandrivka,4424800000,39.74,48.978,4424886505
Kartamysheve,4420900000,38.522,49.639,4420987702
Kartushyne,4420300000,39.253,48.185,4420386603
Kaskivka,4422500000,39.573,49.672,4422584404
Katerynivka,4421400000,39.527,48.46,4421456204
Mykyshivka,4421400000,39.951,48.235,4421481104
Zatyshne,4421600000,38.403,49.118,4421681002
Lymarivka,4420600000,39.596,49.323,4420686604
Kupliuvate,4420900000,38.776,49.726,4420988002
Kuriache,4424200000,39.605,48.174,4424285502
Kuriachivka,4422500000,39.613,49.384,4422581102
Oleksandropillia,4423800000,38.368,48.673,4423856906
Mykolaivka,4424200000,39.467,48.164,4424285503
Parneve,4420600000,39.404,49.206,4420685504
Kamianka,4423600000,38.769,48.528,4423683302
Novoliubivka,4421600000,37.953,49.15,4421683202
Lymarivka,4422500000,39.727,49.593,4422587702
Lypove,4421400000,39.718,48.407,4421480804
Malokostiantynivka,4423600000,38.908,48.443,4423655502
Malooleksandrivka,4425400000,38.469,49.705,4425487003
Zakhidnyi,4411400000,39.809,48.3,4411447101
Prokhladne,4412700000,39.688,48.145,4412746002
Ananivka,4424200000,39.72,48.062,4424281102
Khmelnytskyi,4412700000,39.65,47.976,4412745702
Korobkyne,4412300000,39.406,48.137,4412346001
Pokrovka,4412300000,39.497,48.113,4412346003
Novobulakhivka,4422200000,39.085,48.297,4422284405
Lypove,4422500000,39.787,49.561,4422583303
Lyse,4421400000,39.589,48.475,4421456206
Novoselivka,4423600000,38.696,48.388,4423682203
Novoselivka,4424500000,39.104,48.592,4424582206
Novomykilske,4422800000,39.846,49.332,4422886605
Mykhailiuky,4423100000,39.303,48.987,4423180502
Petrivske,4425100000,39.147,49.333,4425180302
Verkhnia Vilkhova,4424800000,39.545,48.752,4424884502
Verkhnia Orikhivka,4422200000,39.343,48.358,4422281302
Bolotene,4424800000,39.586,48.607,4424880502
Druzhne,4421400000,39.758,48.394,4421480803
Dubivka,4421400000,39.609,48.207,4421456001
Dubove,4423100000,38.949,48.877,4423180702
Loskutivka,4423800000,38.41,48.804,4423857502
Mykhailivka,4423100000,39.05,48.925,4423180704
Mykhailivka,4424800000,39.269,48.872,4424886002
Klymivka,4421600000,38.443,49.252,4421681302
Klynuvatka,4425400000,38.253,49.805,4425488004
Mykhailivka,4425400000,38.439,49.703,4425487004
Yehorivka,4420300000,39.196,47.98,4420381103
Komsomolskyi,4424000000,38.339,49.425,4424085503
Kryvorizhzhia,4424500000,38.842,48.551,4424555401
Kuzmyne,4421600000,38.145,49.005,4421610102
Kurhan,4420300000,38.987,48.178,4420383304
Lysychanskyi,4423800000,38.362,48.92,4423857201
Klunykove,4420300000,39.323,47.89,4420381104
Kovpaky,4423100000,39.018,49.092,4423188503
Kozaryk,4425400000,38.274,49.844,4425487506
Blahodatne,4422800000,40.059,49.59,4422884402
Bobrykivka,4424200000,39.721,48.132,4424287702
Bohorodytske,4425400000,38.121,49.725,4425484502
Bokove,4422200000,39.428,48.233,4422283302
Hrytsaivka,4420900000,38.608,49.437,4420982302
Davydivka,4425400000,38.188,49.796,4425484503
Darivka,4424200000,39.427,47.979,4424286603
Lisne,4422200000,39.213,48.354,4422281307
Kyrnosove,4422800000,39.967,49.217,4422883603
Klymivka,4420900000,38.935,49.645,4420981002
Berezove,4425100000,39.144,49.398,4425181503
Bila Hora,4423800000,38.513,48.839,4423857501
Bilenke,4421400000,39.898,48.354,4421487702
Utkyne,4423600000,38.79,48.322,4423656703
Utkyne,4424200000,39.597,48.04,4424284405
Ushakivka,4422200000,39.029,48.398,4422282206
Fartukivka,4422500000,39.456,49.549,4422586606
Fedosiivka,4425400000,38.44,49.869,4425485507
Fedchyne,4425100000,38.772,49.108,4425183509
Khvorostiane,4423300000,39.056,49.515,4423384706
Chervona Dibrova,4421600000,38.107,48.997,4421610104
Sychivka,4422500000,39.591,49.44,4422585502
Skorodna,4422500000,39.489,49.493,4422586604
Kashkarne,4425400000,38.111,49.86,4425483203
Blahovishchenka,4424800000,40.02,48.902,4424885303
Balakyrivka,4425100000,38.923,49.348,4425182002
Baranycheve,4425400000,38.119,49.749,4425480502
Batyr,4421400000,39.701,48.171,4421482202
Hrybuvakha,4412300000,39.328,47.982,4412391002
Hannivka,4410500000,38.548,48.483,4410545200
Novohryhorivka,4424500000,38.892,48.641,4424584002
Novodarivka,4412300000,39.38,47.965,4412391003
Novodachne,4424500000,39.012,48.59,4424555904
Andriivka,4421400000,39.494,48.354,4421485502
Andriivka,4424000000,38.38,49.417,4424087002
Anoshkyne,4425400000,38.193,49.838,4425487502
Polove,4423600000,38.436,48.441,4423684406
Barykyne,4424000000,38.396,49.291,4424084002
Lysohorivka,4423300000,38.94,49.437,4423382002
Proizhdzhe,4425100000,38.978,49.391,4425182004
Bulavynivka,4423300000,38.971,49.417,4423385902
Hirnyk,4412300000,39.192,48.067,4412345700
Uzlissia,4420600000,39.784,49.176,4420689203
Ulianivka,4412300000,39.377,48.009,4412391005
Ustynivka,4423800000,38.565,48.823,4423857505
Novospasivka,4420600000,39.786,49.265,4420689202
Novofedorivka,4422200000,39.309,48.356,4422281309
Tsvitni Pisky,4424500000,39.275,48.665,4424581112
Shyshkove,4424500000,39.227,48.642,4424583913
Horodnie,4420600000,39.59,49.163,4420684403
Serhiivka,4424000000,37.962,49.361,4424086506
Serednoteple,4424800000,39.364,48.809,4424883504
Syze,4424800000,39.63,48.601,4424880505
Synelnykove,4423300000,38.793,49.726,4423388205
Syrotyne,4425400000,38.292,50.05,4425482002
Lobacheve,4424800000,39.5,48.556,4424884003
Voronove,4412900000,38.572,48.898,4412945300
Hlybokyi,4410500000,38.587,48.475,4410545900
Tavrychanske,4411000000,38.693,48.629,4411045703
Bobrove,4412900000,38.644,48.811,4412945201
Rudove,4420900000,38.629,49.627,4420985503
Sabivka,4424500000,39.143,48.581,4424582208
Orlivka,4425100000,38.728,49.084,4425183505
Osykove,4420900000,38.637,49.748,4420988006
Oskolonivka,4412900000,38.66,48.853,4412945203
Zhovtneve,4424000000,37.952,49.413,4424082005
Kulykivka,4424000000,38.194,49.674,4424055401
Luhove,4425400000,38.567,49.875,4425485007
Liubyme,4424200000,39.464,47.875,4424286605
Liashkivka,4420900000,38.894,49.687,4420981003
Synetskyi,4412900000,38.408,48.949,4412990005
Pavlohrad,4412900000,38.452,48.925,4412990003
Metolkine,4412900000,38.554,48.929,4412945600
Trudove,4423100000,39.019,49.068,4423188506
Trudrodytelske,4425400000,38.61,49.853,4425484004
Senkove,4425100000,39.252,49.15,4425187002
Shelestivka,4422800000,39.919,49.497,4422883306
Teplychne,4410100000,39.229,48.586,4410160303
Ternove,4420600000,39.42,49.087,4420688803
Ternove,4421400000,39.411,48.453,4421489309
Tetske,4425100000,39.192,49.137,4425187003
